Edad;Retirado;ViajesDeNegocio;TarifaSalarial;Departamento;DistanciaDesdeCasa;Educacion;CampoEducacion;EmpleadosACargo;NumeroEmpleado;NivelSatisfaccion;Genero;SalarioPorHora;NivelInvolucramiento;NivelResponsabilidad;Rol;SatisfaccionTrabajo;EstadoCivil;SalarioMensual;TarifaMensual;NumEmpresasDondeTrabaja;MasDe18Horas;HorasExtra;PorcentajeIncrementoSalarioUltimoAnnio;NivelRendimiento;SatisfaccionEmpresa;HorasEstandar;PlanSalarioComplementario;TotalAnniosTrabajados;FormacionUltimoAnnio;BalanceTrabajoVida;FechaIngresoEmpresa;AnniosEnEmpresa;AnniosRolActual;AnniosDesdeUltimaPromocion;AnniosActualDirector
35;No;Viaja-Pocas-Veces;1349;Investigacion & Desarrollo;7;2;Ciencias de la vida;1;1601;3;Masculino;63;2;1;Tecnico de laboratorio;4;Casado;2690;7713;1;S;No;18;3;4;80;1;1;5;2;13/09/2020;1;0;0;1
46;No;Viaja-Pocas-Veces;563;Ventas;1;4;Ciencias de la vida;1;1602;4;Masculino;56;4;4;Director;1;Soltero;17567;3156;1;S;No;15;3;2;80;0;27;5;1;27/11/1995;26;0;0;12
28;Si;Viaja-Pocas-Veces;329;Investigacion & Desarrollo;24;3;Medicina;1;1604;3;Masculino;51;3;1;Tecnico de laboratorio;2;Casado;2408;7324;1;S;Si;17;3;3;80;3;1;3;3;15/08/2020;1;1;0;0
22;No;No-Viaja;457;Investigacion & Desarrollo;26;2;Otro;1;1605;2;Femenino;85;2;1;Cientifico de investigacion;3;Casado;2814;10293;1;S;Si;14;3;2;80;0;4;2;2;4/08/2017;4;2;1;3
50;No;Viaja-Frecuentemente;1234;Investigacion & Desarrollo;20;5;Medicina;1;1606;2;Masculino;41;3;4;Representante atencion medica;3;Casado;11245;20689;2;S;Si;15;3;3;80;1;32;3;3;10/02/1991;30;8;12;13
32;No;Viaja-Pocas-Veces;634;Investigacion & Desarrollo;5;4;Otro;1;1607;2;Femenino;35;4;1;Cientifico de investigacion;4;Casado;3312;18783;3;S;No;17;3;4;80;2;6;3;3;27/09/2018;3;2;0;2
44;No;Viaja-Pocas-Veces;1313;Investigacion & Desarrollo;7;3;Medicina;1;1608;2;Femenino;31;3;5;Director de investigacion;4;Divorciado;19049;3549;0;S;Si;14;3;4;80;1;23;4;2;4/06/1999;22;7;1;10
30;No;Viaja-Pocas-Veces;241;Investigacion & Desarrollo;7;3;Medicina;1;1609;2;Masculino;48;2;1;Cientifico de investigacion;2;Casado;2141;5348;1;S;No;12;3;2;80;1;6;3;2;20/11/2015;6;4;1;1
45;No;Viaja-Pocas-Veces;1015;Investigacion & Desarrollo;5;5;Medicina;1;1611;3;Femenino;50;1;2;Tecnico de laboratorio;1;Soltero;5769;23447;1;S;Si;14;3;1;80;0;10;3;3;26/09/2011;10;7;1;4
45;No;No-Viaja;336;Ventas;26;3;Mercadeo;1;1612;1;Masculino;52;2;2;Ejecutivo de ventas;1;Casado;4385;24162;1;S;No;15;3;1;80;1;10;2;3;4/07/2011;10;7;4;5
31;No;Viaja-Frecuentemente;715;Ventas;2;4;Otro;1;1613;4;Masculino;54;3;2;Ejecutivo de ventas;1;Soltero;5332;21602;7;S;No;13;3;4;80;0;10;3;3;16/09/2016;5;2;0;3
36;No;Viaja-Pocas-Veces;559;Investigacion & Desarrollo;12;4;Ciencias de la vida;1;1614;3;Femenino;76;3;2;Director de manufactura;3;Casado;4663;12421;9;S;Si;12;3;2;80;2;7;2;3;10/08/2018;3;2;1;1
34;No;Viaja-Frecuentemente;426;Investigacion & Desarrollo;10;4;Ciencias de la vida;1;1615;3;Masculino;42;4;2;Director de manufactura;4;Divorciado;4724;17000;1;S;No;13;3;1;80;1;9;3;3;22/08/2012;9;7;7;2
49;No;Viaja-Pocas-Veces;722;Investigacion & Desarrollo;25;4;Ciencias de la vida;1;1617;3;Femenino;84;3;1;Tecnico de laboratorio;1;Casado;3211;22102;1;S;No;14;3;4;80;1;10;3;2;25/02/2012;9;6;1;4
39;No;Viaja-Pocas-Veces;1387;Investigacion & Desarrollo;10;5;Medicina;1;1618;2;Masculino;76;3;2;Director de manufactura;1;Casado;5377;3835;2;S;No;13;3;4;80;3;10;3;3;9/06/2014;7;7;7;7
27;No;Viaja-Pocas-Veces;1302;Investigacion & Desarrollo;19;3;Otro;1;1619;4;Masculino;67;2;1;Tecnico de laboratorio;1;Divorciado;4066;16290;1;S;No;11;3;1;80;2;7;3;3;16/04/2014;7;7;0;7
35;No;Viaja-Pocas-Veces;819;Investigacion & Desarrollo;18;5;Ciencias de la vida;1;1621;2;Masculino;48;4;2;Cientifico de investigacion;1;Casado;5208;26312;1;S;No;11;3;4;80;0;16;2;3;26/03/2005;16;15;1;10
28;No;Viaja-Pocas-Veces;580;Investigacion & Desarrollo;27;3;Medicina;1;1622;2;Femenino;39;1;2;Director de manufactura;1;Divorciado;4877;20460;0;S;No;21;4;2;80;1;6;5;2;14/07/2016;5;3;0;0
21;No;Viaja-Pocas-Veces;546;Investigacion & Desarrollo;5;1;Medicina;1;1623;3;Masculino;97;3;1;Cientifico de investigacion;4;Soltero;3117;26009;1;S;No;18;3;3;80;0;3;2;3;26/06/2019;2;2;2;2
18;Si;Viaja-Frecuentemente;544;Ventas;3;2;Medicina;1;1624;2;Femenino;70;3;1;Representante de ventas;4;Soltero;1569;18420;1;S;Si;12;3;3;80;0;0;2;4;24/09/2021;0;0;0;0
47;No;Viaja-Pocas-Veces;1176;Talento Humano;26;4;Ciencias de la vida;1;1625;4;Femenino;98;3;5;Director;3;Casado;19658;5220;3;S;No;11;3;3;80;1;27;2;3;5/11/2016;5;2;1;0
39;No;Viaja-Pocas-Veces;170;Investigacion & Desarrollo;3;2;Medicina;1;1627;3;Masculino;76;2;2;Tecnico de laboratorio;3;Divorciado;3069;10302;0;S;No;15;3;4;80;1;11;3;3;25/02/2011;10;8;0;7
40;No;Viaja-Pocas-Veces;884;Investigacion & Desarrollo;15;3;Ciencias de la vida;1;1628;1;Femenino;80;2;3;Director de manufactura;3;Casado;10435;25800;1;S;No;13;3;4;80;2;18;2;3;13/11/2003;18;15;14;12
35;No;No-Viaja;208;Investigacion & Desarrollo;8;4;Ciencias de la vida;1;1630;3;Femenino;52;3;2;Representante atencion medica;3;Casado;4148;12250;1;S;No;12;3;4;80;1;15;5;3;8/03/2007;14;11;2;9
37;No;Viaja-Pocas-Veces;671;Investigacion & Desarrollo;19;3;Ciencias de la vida;1;1631;3;Masculino;85;3;2;Director de manufactura;3;Casado;5768;26493;3;S;No;17;3;1;80;3;9;2;2;5/11/2017;4;3;0;2
39;No;Viaja-Frecuentemente;711;Investigacion & Desarrollo;4;3;Medicina;1;1633;1;Femenino;81;3;2;Director de manufactura;3;Soltero;5042;3140;0;S;No;13;3;4;80;0;10;2;1;26/04/2012;9;2;3;8
45;No;Viaja-Pocas-Veces;1329;Investigacion & Desarrollo;2;2;Otro;1;1635;4;Femenino;59;2;2;Director de manufactura;4;Divorciado;5770;5388;1;S;No;19;3;1;80;2;10;3;3;17/01/2011;10;7;3;9
38;No;Viaja-Pocas-Veces;397;Investigacion & Desarrollo;2;2;Medicina;1;1638;4;Femenino;54;2;3;Director de manufactura;3;Casado;7756;14199;3;S;Si;19;3;4;80;1;10;6;4;10/06/2016;5;4;0;2
35;Si;Viaja-Pocas-Veces;737;Ventas;10;3;Medicina;1;1639;4;Masculino;55;2;3;Ejecutivo de ventas;1;Casado;10306;21530;9;S;No;17;3;3;80;0;15;3;3;5/07/2008;13;12;6;0
37;No;Viaja-Pocas-Veces;1470;Investigacion & Desarrollo;10;3;Medicina;1;1640;2;Femenino;71;3;1;Cientifico de investigacion;2;Casado;3936;9953;1;S;No;11;3;1;80;1;8;2;1;8/05/2013;8;4;7;7
40;No;Viaja-Pocas-Veces;448;Investigacion & Desarrollo;16;3;Ciencias de la vida;1;1641;3;Femenino;84;3;3;Director de manufactura;4;Soltero;7945;19948;6;S;Si;15;3;4;80;0;18;2;2;6/06/2017;4;2;3;3
44;No;Viaja-Frecuentemente;602;Talento Humano;1;5;Talento Humano;1;1642;1;Masculino;37;3;2;Talento Humano;4;Casado;5743;10503;4;S;Si;11;3;3;80;0;14;3;3;2/07/2011;10;7;0;2
48;No;Viaja-Frecuentemente;365;Investigacion & Desarrollo;4;5;Medicina;1;1644;3;Masculino;89;2;4;Director;4;Casado;15202;5602;2;S;No;25;4;2;80;1;23;3;3;17/09/2019;2;2;2;2
35;Si;Viaja-Pocas-Veces;763;Ventas;15;2;Medicina;1;1645;1;Masculino;59;1;2;Ejecutivo de ventas;4;Divorciado;5440;22098;6;S;Si;14;3;4;80;2;7;2;2;5/03/2019;2;2;2;2
24;No;Viaja-Frecuentemente;567;Investigacion & Desarrollo;2;1;Nivel tecnico;1;1646;1;Femenino;32;3;1;Cientifico de investigacion;4;Soltero;3760;17218;1;S;Si;13;3;3;80;0;6;2;3;9/05/2015;6;3;1;3
27;No;Viaja-Pocas-Veces;486;Investigacion & Desarrollo;8;3;Medicina;1;1647;2;Femenino;86;4;1;Cientifico de investigacion;3;Casado;3517;22490;7;S;No;17;3;1;80;0;5;0;3;3/01/2018;3;2;0;2
27;No;Viaja-Frecuentemente;591;Investigacion & Desarrollo;2;3;Medicina;1;1648;4;Masculino;87;3;1;Cientifico de investigacion;4;Soltero;2580;6297;2;S;No;13;3;3;80;0;6;0;2;15/11/2017;4;2;1;2
40;Si;Viaja-Pocas-Veces;1329;Investigacion & Desarrollo;7;3;Ciencias de la vida;1;1649;1;Masculino;73;3;1;Tecnico de laboratorio;1;Soltero;2166;3339;3;S;Si;14;3;2;80;0;10;3;1;8/03/2017;4;2;0;3
29;No;Viaja-Pocas-Veces;469;Ventas;10;3;Medicina;1;1650;3;Masculino;42;2;2;Ejecutivo de ventas;3;Soltero;5869;23413;9;S;No;11;3;3;80;0;8;2;3;12/08/2016;5;2;1;4
36;No;Viaja-Pocas-Veces;711;Investigacion & Desarrollo;5;4;Ciencias de la vida;1;1651;2;Femenino;42;3;3;Representante atencion medica;1;Casado;8008;22792;4;S;No;12;3;3;80;2;9;6;3;23/03/2018;3;2;0;2
25;No;Viaja-Frecuentemente;772;Investigacion & Desarrollo;2;1;Ciencias de la vida;1;1653;4;Masculino;77;4;2;Director de manufactura;3;Divorciado;5206;4973;1;S;No;17;3;3;80;2;7;6;3;26/01/2014;7;7;0;7
39;No;Viaja-Pocas-Veces;492;Investigacion & Desarrollo;12;3;Medicina;1;1654;4;Masculino;66;3;2;Director de manufactura;2;Casado;5295;7693;4;S;No;21;4;3;80;0;7;3;3;16/06/2016;5;4;1;0
49;No;Viaja-Pocas-Veces;301;Investigacion & Desarrollo;22;4;Otro;1;1655;1;Femenino;72;3;4;Director de investigacion;2;Casado;16413;3498;3;S;No;16;3;2;80;2;27;2;3;20/02/2017;4;2;1;2
50;No;Viaja-Pocas-Veces;813;Investigacion & Desarrollo;17;5;Ciencias de la vida;1;1656;4;Femenino;50;2;3;Director de investigacion;1;Divorciado;13269;21981;5;S;No;15;3;3;80;3;19;3;3;2/02/2007;14;11;1;11
20;No;Viaja-Pocas-Veces;1141;Ventas;2;3;Medicina;1;1657;3;Femenino;31;3;1;Representante de ventas;3;Soltero;2783;13251;1;S;No;19;3;1;80;0;2;3;3;6/01/2019;2;2;2;2
34;No;Viaja-Pocas-Veces;1130;Investigacion & Desarrollo;3;3;Ciencias de la vida;1;1658;4;Femenino;66;3;2;Cientifico de investigacion;2;Divorciado;5433;19332;1;S;No;12;3;3;80;1;11;2;3;5/06/2010;11;8;7;9
36;No;Viaja-Pocas-Veces;311;Investigacion & Desarrollo;7;3;Ciencias de la vida;1;1659;1;Masculino;77;3;1;Tecnico de laboratorio;2;Soltero;2013;10950;2;S;No;11;3;3;80;0;15;4;3;15/05/2017;4;3;1;3
49;No;Viaja-Pocas-Veces;465;Investigacion & Desarrollo;6;1;Ciencias de la vida;1;1661;3;Femenino;41;2;4;Representante atencion medica;3;Casado;13966;11652;2;S;Si;19;3;2;80;1;30;3;3;5/07/2006;15;11;2;12
36;No;No-Viaja;894;Investigacion & Desarrollo;1;4;Medicina;1;1662;4;Femenino;33;2;2;Director de manufactura;3;Casado;4374;15411;0;S;No;15;3;3;80;0;4;6;3;14/03/2018;3;2;1;2
36;No;Viaja-Pocas-Veces;1040;Investigacion & Desarrollo;3;2;Ciencias de la vida;1;1664;4;Masculino;79;4;2;Representante atencion medica;1;Divorciado;6842;26308;6;S;No;20;4;1;80;1;13;3;3;11/04/2016;5;4;0;4
54;No;Viaja-Pocas-Veces;584;Investigacion & Desarrollo;22;5;Medicina;1;1665;2;Femenino;91;3;4;Director;3;Casado;17426;18685;3;S;No;25;4;3;80;1;36;6;3;11/02/2011;10;8;4;7
43;No;Viaja-Pocas-Veces;1291;Investigacion & Desarrollo;15;2;Ciencias de la vida;1;1666;3;Masculino;65;2;4;Director de investigacion;3;Casado;17603;3525;1;S;No;24;4;1;80;1;14;3;3;10/03/2007;14;10;6;11
35;Si;Viaja-Frecuentemente;880;Ventas;12;4;Otro;1;1667;4;Masculino;36;3;2;Ejecutivo de ventas;4;Soltero;4581;10414;3;S;Si;24;4;1;80;0;13;2;4;1/05/2010;11;9;6;7
38;No;Viaja-Frecuentemente;1189;Investigacion & Desarrollo;1;3;Ciencias de la vida;1;1668;4;Masculino;90;3;2;Cientifico de investigacion;4;Casado;4735;9867;7;S;No;15;3;4;80;2;19;4;4;23/02/2008;13;11;2;9
29;No;Viaja-Pocas-Veces;991;Ventas;5;3;Medicina;1;1669;1;Masculino;43;2;2;Ejecutivo de ventas;2;Divorciado;4187;3356;1;S;Si;13;3;2;80;1;10;3;2;23/07/2011;10;0;0;9
33;No;Viaja-Pocas-Veces;392;Ventas;2;4;Medicina;1;1670;4;Masculino;93;3;2;Ejecutivo de ventas;4;Divorciado;5505;3921;1;S;No;14;3;3;80;2;6;5;3;5/10/2015;6;2;0;4
32;No;Viaja-Pocas-Veces;977;Investigacion & Desarrollo;2;3;Medicina;1;1671;4;Masculino;45;3;2;Cientifico de investigacion;2;Divorciado;5470;25518;0;S;No;13;3;3;80;2;10;4;2;23/09/2012;9;5;1;6
31;No;Viaja-Pocas-Veces;1112;Ventas;5;4;Ciencias de la vida;1;1673;1;Femenino;67;3;2;Ejecutivo de ventas;4;Casado;5476;22589;1;S;No;11;3;1;80;2;10;2;3;12/11/2011;10;0;0;2
49;No;Viaja-Pocas-Veces;464;Investigacion & Desarrollo;16;3;Medicina;1;1674;4;Femenino;74;3;1;Tecnico de laboratorio;1;Divorciado;2587;24941;4;S;Si;16;3;2;80;1;17;2;2;2/08/2019;2;2;2;2
38;No;Viaja-Frecuentemente;148;Investigacion & Desarrollo;2;3;Medicina;1;1675;4;Femenino;42;2;1;Tecnico de laboratorio;2;Soltero;2440;23826;1;S;No;22;4;2;80;0;4;3;3;25/01/2017;4;3;3;3
47;No;Viaja-Pocas-Veces;1225;Ventas;2;4;Ciencias de la vida;1;1676;2;Femenino;47;4;4;Director;2;Divorciado;15972;21086;6;S;No;14;3;3;80;3;29;2;3;8/01/2018;3;2;1;2
49;No;Viaja-Pocas-Veces;809;Investigacion & Desarrollo;1;3;Ciencias de la vida;1;1677;3;Masculino;36;3;4;Director;3;Soltero;15379;22384;4;S;No;14;3;1;80;0;23;2;3;14/10/2013;8;7;0;0
41;No;Viaja-Pocas-Veces;1206;Ventas;23;2;Ciencias de la vida;1;1678;4;Masculino;80;3;3;Ejecutivo de ventas;3;Soltero;7082;11591;3;S;Si;16;3;4;80;0;21;2;3;19/04/2019;2;0;0;2
20;No;Viaja-Pocas-Veces;727;Ventas;9;1;Ciencias de la vida;1;1680;4;Masculino;54;3;1;Representante de ventas;1;Soltero;2728;21082;1;S;No;11;3;1;80;0;2;3;3;22/02/2019;2;2;0;2
33;No;No-Viaja;530;Ventas;16;3;Ciencias de la vida;1;1681;3;Femenino;36;3;2;Ejecutivo de ventas;4;Divorciado;5368;16130;1;S;Si;25;4;3;80;1;7;2;3;28/11/2015;6;5;1;2
36;No;Viaja-Pocas-Veces;1351;Investigacion & Desarrollo;26;4;Ciencias de la vida;1;1682;1;Masculino;80;3;2;Representante atencion medica;3;Casado;5347;7419;6;S;No;14;3;2;80;2;10;2;2;14/01/2018;3;2;0;2
44;No;Viaja-Pocas-Veces;528;Talento Humano;1;3;Ciencias de la vida;1;1683;3;Femenino;44;3;1;Talento Humano;4;Divorciado;3195;4167;4;S;Si;18;3;1;80;3;8;2;3;25/11/2019;2;2;2;2
23;Si;Viaja-Pocas-Veces;427;Ventas;7;3;Ciencias de la vida;1;1702;3;Masculino;99;3;1;Representante de ventas;4;Divorciado;2275;25103;1;S;Si;21;4;2;80;1;3;2;3;5/06/2018;3;2;0;2
38;No;Viaja-Pocas-Veces;1495;Investigacion & Desarrollo;4;2;Medicina;1;1687;4;Femenino;87;3;1;Tecnico de laboratorio;3;Casado;3306;26176;7;S;No;19;3;4;80;1;7;5;2;12/04/2021;0;0;0;0
53;No;Viaja-Pocas-Veces;1395;Investigacion & Desarrollo;24;4;Medicina;1;1689;2;Masculino;48;4;3;Representante atencion medica;4;Casado;7005;3458;3;S;No;15;3;3;80;0;11;2;3;24/06/2017;4;3;1;2
48;Si;Viaja-Frecuentemente;708;Ventas;7;2;Medicina;1;1691;4;Femenino;95;3;1;Representante de ventas;3;Casado;2655;11740;2;S;Si;11;3;3;80;2;19;3;3;20/01/2012;9;7;7;7
32;Si;Viaja-Pocas-Veces;1259;Investigacion & Desarrollo;2;4;Ciencias de la vida;1;1692;4;Masculino;95;3;1;Tecnico de laboratorio;2;Soltero;1393;24852;1;S;No;12;3;1;80;0;1;2;3;6/01/2020;1;0;0;0
26;No;No-Viaja;786;Investigacion & Desarrollo;7;3;Medicina;1;1693;4;Masculino;76;3;1;Tecnico de laboratorio;4;Soltero;2570;11925;1;S;No;20;4;3;80;0;7;5;3;22/02/2014;7;7;5;7
55;No;Viaja-Pocas-Veces;1441;Investigacion & Desarrollo;22;3;Nivel tecnico;1;1694;1;Masculino;94;2;1;Cientifico de investigacion;2;Divorciado;3537;23737;5;S;No;12;3;4;80;1;8;1;3;24/07/2017;4;2;1;2
34;No;Viaja-Pocas-Veces;1157;Investigacion & Desarrollo;5;2;Medicina;1;1696;2;Masculino;57;2;2;Tecnico de laboratorio;4;Casado;3986;11912;1;S;No;14;3;3;80;1;15;3;4;19/03/2006;15;10;4;13
60;No;Viaja-Pocas-Veces;370;Investigacion & Desarrollo;1;4;Medicina;1;1697;3;Masculino;92;1;3;Representante atencion medica;4;Divorciado;10883;20467;3;S;No;20;4;3;80;1;19;2;4;13/10/2020;1;0;0;0
33;No;Viaja-Pocas-Veces;267;Investigacion & Desarrollo;21;3;Medicina;1;1698;2;Masculino;79;4;1;Tecnico de laboratorio;2;Casado;2028;13637;1;S;No;18;3;4;80;3;14;6;3;26/10/2007;14;11;2;13
37;No;Viaja-Frecuentemente;1278;Ventas;1;4;Medicina;1;1700;3;Masculino;31;1;2;Ejecutivo de ventas;4;Divorciado;9525;7677;1;S;No;14;3;3;80;2;6;2;2;15/07/2015;6;3;1;3
34;No;Viaja-Pocas-Veces;678;Investigacion & Desarrollo;19;3;Ciencias de la vida;1;1701;2;Femenino;35;2;1;Cientifico de investigacion;4;Casado;2929;20338;1;S;No;12;3;2;80;0;10;3;3;14/01/2011;10;9;8;7
23;Si;Viaja-Frecuentemente;638;Ventas;9;3;Mercadeo;1;2023;4;Masculino;33;3;1;Representante de ventas;1;Casado;1790;26956;1;S;No;19;3;1;80;1;1;3;2;25/04/2020;1;0;1;0
44;No;Viaja-Pocas-Veces;921;Investigacion & Desarrollo;2;3;Ciencias de la vida;1;1703;3;Femenino;96;4;3;Representante atencion medica;4;Casado;7879;14810;1;S;Si;19;3;2;80;1;9;2;3;12/11/2013;8;7;6;7
35;No;Viaja-Frecuentemente;146;Investigacion & Desarrollo;2;4;Medicina;1;1704;1;Masculino;79;2;1;Cientifico de investigacion;4;Soltero;4930;13970;0;S;Si;14;3;3;80;0;6;2;4;16/07/2016;5;4;1;4
43;No;Viaja-Pocas-Veces;1179;Ventas;2;3;Medicina;1;1706;4;Masculino;73;3;2;Ejecutivo de ventas;4;Casado;7847;6069;1;S;Si;17;3;1;80;1;10;3;3;25/03/2011;10;9;8;8
24;No;Viaja-Pocas-Veces;581;Investigacion & Desarrollo;9;3;Medicina;1;1707;3;Masculino;62;4;1;Cientifico de investigacion;3;Casado;4401;17616;1;S;No;16;3;4;80;1;5;1;3;17/05/2016;5;3;0;4
41;No;Viaja-Pocas-Veces;918;Ventas;6;3;Mercadeo;1;1708;4;Masculino;35;3;3;Ejecutivo de ventas;3;Soltero;9241;15869;1;S;No;12;3;2;80;0;10;3;3;15/01/2011;10;8;8;7
29;No;Viaja-Pocas-Veces;1082;Investigacion & Desarrollo;9;4;Medicina;1;1709;4;Femenino;43;3;1;Tecnico de laboratorio;3;Casado;2974;25412;9;S;No;17;3;3;80;1;9;2;3;16/05/2016;5;3;1;2
36;No;Viaja-Pocas-Veces;530;Ventas;2;4;Ciencias de la vida;1;1710;3;Femenino;51;3;2;Representante de ventas;4;Soltero;4502;7439;3;S;No;15;3;3;80;0;17;2;2;25/07/2008;13;7;6;7
45;No;No-Viaja;1238;Investigacion & Desarrollo;1;1;Ciencias de la vida;1;1712;3;Masculino;74;2;3;Representante atencion medica;3;Casado;10748;3395;3;S;No;23;4;4;80;1;25;3;2;2/10/1998;23;15;14;4
24;Si;Viaja-Pocas-Veces;240;Talento Humano;22;1;Talento Humano;1;1714;4;Masculino;58;1;1;Talento Humano;3;Casado;1555;11585;1;S;No;11;3;3;80;1;1;2;3;13/03/2020;1;0;0;0
47;Si;Viaja-Frecuentemente;1093;Ventas;9;3;Ciencias de la vida;1;1716;3;Masculino;82;1;4;Ejecutivo de ventas;3;Casado;12936;24164;7;S;No;11;3;3;80;0;25;3;1;2/09/1998;23;5;14;10
26;No;Viaja-Pocas-Veces;390;Investigacion & Desarrollo;17;4;Medicina;1;1718;4;Masculino;62;1;1;Tecnico de laboratorio;3;Casado;2305;6217;1;S;No;15;3;3;80;3;3;3;4;4/04/2018;3;2;0;2
45;No;Viaja-Pocas-Veces;1005;Investigacion & Desarrollo;28;2;Nivel tecnico;1;1719;4;Femenino;48;2;4;Director de investigacion;2;Soltero;16704;17119;1;S;No;11;3;3;80;0;21;2;3;10/01/2000;21;6;8;6
32;No;Viaja-Frecuentemente;585;Investigacion & Desarrollo;10;3;Ciencias de la vida;1;1720;1;Masculino;56;3;1;Cientifico de investigacion;3;Casado;3433;17360;6;S;No;13;3;1;80;1;10;3;2;2/10/2016;5;2;1;3
31;No;Viaja-Pocas-Veces;741;Investigacion & Desarrollo;2;4;Ciencias de la vida;1;1721;2;Masculino;69;3;1;Tecnico de laboratorio;3;Casado;3477;18103;1;S;No;14;3;4;80;1;6;2;4;14/08/2016;5;2;0;3
41;No;No-Viaja;552;Talento Humano;4;3;Talento Humano;1;1722;3;Masculino;60;1;2;Talento Humano;2;Casado;6430;20794;6;S;No;19;3;2;80;1;10;4;3;18/05/2018;3;2;1;2
40;No;Viaja-Pocas-Veces;369;Investigacion & Desarrollo;8;2;Ciencias de la vida;1;1724;2;Femenino;92;3;2;Director de manufactura;1;Casado;6516;5041;2;S;Si;16;3;2;80;1;18;3;3;11/06/2020;1;0;0;0
24;No;Viaja-Pocas-Veces;506;Investigacion & Desarrollo;29;1;Medicina;1;1725;2;Masculino;91;3;1;Tecnico de laboratorio;1;Divorciado;3907;3622;1;S;No;13;3;2;80;3;6;2;4;26/01/2015;6;2;1;2
46;No;Viaja-Pocas-Veces;717;Investigacion & Desarrollo;13;4;Ciencias de la vida;1;1727;3;Masculino;34;3;2;Representante atencion medica;2;Soltero;5562;9697;6;S;No;14;3;4;80;0;19;3;3;12/04/2011;10;7;0;9
35;No;Viaja-Pocas-Veces;1370;Investigacion & Desarrollo;27;4;Ciencias de la vida;1;1728;4;Masculino;49;3;2;Director de manufactura;3;Casado;6883;5151;2;S;No;16;3;2;80;1;17;3;3;13/08/2014;7;7;0;7
30;No;Viaja-Pocas-Veces;793;Investigacion & Desarrollo;16;1;Ciencias de la vida;1;1729;2;Masculino;33;3;1;Cientifico de investigacion;4;Casado;2862;3811;1;S;No;12;3;2;80;1;10;2;2;20/06/2011;10;0;0;8
47;No;No-Viaja;543;Ventas;2;4;Mercadeo;1;1731;3;Masculino;87;3;2;Ejecutivo de ventas;2;Casado;4978;3536;7;S;No;11;3;4;80;1;4;3;1;24/03/2020;1;0;0;0
46;No;Viaja-Pocas-Veces;1277;Ventas;2;3;Ciencias de la vida;1;1732;3;Masculino;74;3;3;Ejecutivo de ventas;4;Divorciado;10368;5596;4;S;Si;12;3;2;80;1;13;5;2;5/10/2011;10;6;0;3
36;Si;Viaja-Pocas-Veces;1456;Ventas;13;5;Mercadeo;1;1733;2;Masculino;96;2;2;Ejecutivo de ventas;1;Divorciado;6134;8658;5;S;Si;13;3;2;80;3;16;3;3;24/01/2019;2;2;2;2
32;Si;Viaja-Pocas-Veces;964;Ventas;1;2;Ciencias de la vida;1;1734;1;Masculino;34;1;2;Ejecutivo de ventas;2;Soltero;6735;12147;6;S;No;15;3;2;80;0;10;2;3;27/07/2021;0;0;0;0
23;No;Viaja-Pocas-Veces;160;Investigacion & Desarrollo;4;1;Medicina;1;1735;3;Femenino;51;3;1;Tecnico de laboratorio;2;Soltero;3295;12862;1;S;No;13;3;3;80;0;3;3;1;11/03/2018;3;2;1;2
31;No;Viaja-Frecuentemente;163;Investigacion & Desarrollo;24;1;Nivel tecnico;1;1736;4;Femenino;30;3;2;Director de manufactura;4;Soltero;5238;6670;2;S;No;20;4;4;80;0;9;3;2;19/11/2016;5;4;1;4
39;No;No-Viaja;792;Investigacion & Desarrollo;1;3;Ciencias de la vida;1;1737;4;Masculino;77;3;2;Tecnico de laboratorio;4;Casado;6472;8989;1;S;Si;15;3;4;80;1;9;2;3;20/10/2012;9;8;5;8
32;No;Viaja-Pocas-Veces;371;Ventas;19;3;Ciencias de la vida;1;1739;4;Masculino;80;1;3;Ejecutivo de ventas;3;Casado;9610;3840;3;S;No;13;3;3;80;1;10;2;1;18/03/2017;4;3;0;2
40;No;Viaja-Pocas-Veces;611;Ventas;7;4;Medicina;1;1740;2;Masculino;88;3;5;Director;2;Soltero;19833;4349;1;S;No;14;3;2;80;0;21;3;2;19/06/2000;21;8;12;8
45;No;Viaja-Pocas-Veces;176;Talento Humano;4;3;Ciencias de la vida;1;1744;3;Femenino;56;1;3;Talento Humano;3;Casado;9756;6595;4;S;No;21;4;3;80;2;9;2;4;16/10/2016;5;0;0;3
30;No;Viaja-Frecuentemente;1312;Investigacion & Desarrollo;2;4;Nivel tecnico;1;1745;4;Femenino;78;2;1;Cientifico de investigacion;1;Soltero;4968;26427;0;S;No;16;3;4;80;0;10;2;3;19/06/2012;9;7;0;7
24;No;Viaja-Frecuentemente;897;Talento Humano;10;3;Medicina;1;1746;1;Masculino;59;3;1;Talento Humano;4;Casado;2145;2097;0;S;No;14;3;4;80;1;3;2;3;12/07/2019;2;2;2;1
30;Si;Viaja-Frecuentemente;600;Talento Humano;8;3;Talento Humano;1;1747;3;Femenino;66;2;1;Talento Humano;4;Divorciado;2180;9732;6;S;No;11;3;3;80;1;6;0;2;6/10/2017;4;2;1;2
31;No;Viaja-Pocas-Veces;1003;Ventas;5;3;Nivel tecnico;1;1749;1;Masculino;51;3;2;Ejecutivo de ventas;3;Casado;8346;20943;1;S;No;19;3;3;80;1;6;3;3;1/03/2016;5;2;0;2
